Rank,University,Country,Teaching,International Outlook,Research,Citations,Industry Income,Overall
1001–1200,University of Leoben,Austria,28.3–32.6,35.2,13.7,31.6,58.8,77.4
1001–1200,University of León,Spain,28.3–32.6,23.2,13.6,46.7,70.3,36.5
1001–1200,Lorestan University,Iran,28.3–32.6,27.2,11.1,51.2,18.3,25.7
1001–1200,Mae Fah Luang University,Thailand,28.3–32.6,16.2,14.6,47.5,39.6,54
1001–1200,Maharishi Markandeshwar University (MMU),India,28.3–32.6,26.9,8.9,53.8,17.6,34.3
1001–1200,University of Malaga,Spain,28.3–32.6,21.5,16,43.2,51.5,42.2
1001–1200,Universiti Malaysia Sarawak (UNIMAS),Malaysia,28.3–32.6,29.9,19.3,22.9,66.9,61
1001–1200,University of Maragheh,Iran,28.3–32.6,12.1,16.6,55.7,17.5,34
1001–1200,University of Mazandaran,Iran,28.3–32.6,27.5,18.9,39.1,24.7,32.1
1001–1200,Medical University of Bialystok,Poland,28.3–32.6,39,11.8,40,39.1,29.9
1001–1200,Medical University of Gda?sk,Poland,28.3–32.6,28.7,10.6,47.9,39.6,43.8
1001–1200,Medical University of Warsaw,Poland,28.3–32.6,26.5,13.5,43.6,43.3,31
1001–1200,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,28.3–32.6,17.1,8.1,55.6,16.9,50
1001–1200,Miguel Hernández University of Elche,Spain,28.3–32.6,20.4,17.8,43.8,70.7,41.2
1001–1200,Ming Chi University of Technology,Taiwan,28.3–32.6,16.4,25.1,43.4,47.1,29.5
1001–1200,Minia University,Egypt,28.3–32.6,17.2,9.5,66,19.2,49.6
1001–1200,Mirpur University of Science and Technology,Pakistan,28.3–32.6,11.5,9.4,60,15.8,48.6
1001–1200,Muhimbili University of Health and Allied Sciences,Tanzania,28.3–32.6,18,13.1,55.3,23.5,50.5
1001–1200,Nagoya City University,Japan,28.3–32.6,30.4,17.5,32.6,73.2,23.6
1001–1200,Najran University,Saudi Arabia,28.3–32.6,13,9.8,63.4,16.1,76.1
1001–1200,National Central University,Taiwan,28.3–32.6,30.8,24.9,29.7,88.8,44.4
1001–1200,National Chengchi University,Taiwan,28.3–32.6,27.6,27.8,24.8,60.6,48.8
1001–1200,National Chung Hsing University,Taiwan,28.3–32.6,23.8,25.2,33.8,78.8,32.5
1001–1200,National Institute of Technology Warangal,India,28.3–32.6,25.1,13.6,50.8,18.4,24.1
1001–1200,Necmettin Erbakan University,Turkey,28.3–32.6,37.2,14.1,39,21.4,38.7
1001–1200,Nicolaus Copernicus University in Toru?,Poland,28.3–32.6,23.8,21.1,38,30.8,33.6
1001–1200,Niigata University,Japan,28.3–32.6,30.6,15,41.8,49.7,29
1001–1200,Nile University,Egypt,28.3–32.6,17.3,13.3,59.7,42.4,31.6
1001–1200,Nippon Medical School,Japan,28.3–32.6,28.5,10.7,57.1,50.3,20.5
1001–1200,Northwest University,China,28.3–32.6,24.4,15.3,51.5,35.3,25
1001–1200,Oakland University,United States,28.3–32.6,25.5,15.9,44.5,47.7,39.4
1001–1200,Óbuda University,Hungary,28.3–32.6,14.4,16.4,55.7,20.7,42.6
1001–1200,"University of Occupational and Environmental Health, Japan",Japan,28.3–32.6,30.2,11.7,54.8,46.8,22.5
1001–1200,University of Pécs,Hungary,28.3–32.6,39.1,16.5,29.9,32,54.3
1001–1200,University of Peradeniya,Sri Lanka,28.3–32.6,18.4,9.2,58.6,23.3,39.8
1001–1200,Universidad Peruana Cayetano Heredia,Peru,28.3–32.6,16.9,12.9,53.3,29.8,49.8
1001–1200,University of Peshawar,Pakistan,28.3–32.6,19.4,12.2,61,17.4,47.3
1001–1200,Plekhanov Russian University of Economics,Russian Federation,28.3–32.6,25.9,12.9,44.7,20.6,59
1001–1200,PMAS Arid Agriculture University Rawalpindi,Pakistan,28.3–32.6,18.8,11.3,53.9,19.1,47.8
1001–1200,Pondicherry University,India,28.3–32.6,33.5,18.4,38.3,42.5,19.4
1001–1200,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,28.3–32.6,32.9,16.9,42.3,39.2,35.1
1001–1200,Poznan University of Medical Sciences,Poland,28.3–32.6,27.1,13.4,41.2,44.4,34.1
1001–1200,Public University of Navarre,Spain,28.3–32.6,22.4,14.3,49.5,38.3,46.5
1001–1200,University of Rajshahi,Bangladesh,28.3–32.6,15.9,9.3,59.3,17.6,39.6
1001–1200,Razi University,Iran,28.3–32.6,27.8,14,43.2,38.5,26.5
1001–1200,Riga Technical University,Latvia,28.3–32.6,26.4,23.9,32,46.4,57
1001–1200,Riphah International University,Pakistan,28.3–32.6,14.2,9.6,67.1,16,48.7
1001–1200,Rowan University,United States,28.3–32.6,26.6,12.4,45.9,30.8,39
1001–1200,Sahand University of Technology,Iran,28.3–32.6,20.6,14.6,57.4,37.9,22.6
1001–1200,Universidad San Francisco de Quito,Ecuador,28.3–32.6,22.3,11.1,48.9,17.4,67
1001–1200,University of Sargodha,Pakistan,28.3–32.6,27.6,11.9,50.5,17.7,48.1
1001–1200,Semnan University,Iran,28.3–32.6,30.7,12.8,50.7,18.4,22.4
1001–1200,University of Sfax,Tunisia,28.3–32.6,33.7,13.9,40.5,34.5,44.7
1001–1200,?Shahid Chamran University of Ahvaz,Iran,28.3–32.6,29.6,19.3,34.5,51.8,27.2
1001–1200,Shahrekord University,Iran,28.3–32.6,19.4,13.5,55.8,17.9,22.1
1001–1200,Shahrood University of Technology,Iran,28.3–32.6,28.3,17.2,52.4,18.7,32.4
1001–1200,Shanghai Maritime University,China,28.3–32.6,16.8,12.8,51.8,37.4,36
1001–1200,Shinshu University,Japan,28.3–32.6,26.8,18,34.6,63.1,32.6
1001–1200,Siberian Federal University,Russian Federation,28.3–32.6,30.4,24.2,26.9,55.3,59.5
1001–1200,Sidi Mohamed Ben Abdellah University,Morocco,28.3–32.6,26.6,11.3,50.6,16.9,25.3
1001–1200,University of Social Welfare and Rehabilitation Sciences,Iran,28.3–32.6,33.6,19.9,33.6,27.9,34.9
1001–1200,University of South Africa,South Africa,28.3–32.6,24.7,19.3,50.5,26,41.4
1001–1200,University of South Bohemia in ?eské Bud?jovice,Czech Republic,28.3–32.6,21.4,18.2,51,19.5,53
1001–1200,University of South Dakota,United States,28.3–32.6,34.5,15.9,33.6,36,29.6
1001–1200,University of the South Pacific,Fiji,28.3–32.6,14.1,17.6,53.5,43,62.9
1001–1200,University of South Wales,United Kingdom,28.3–32.6,18.3,11.8,42,56.5,77.2
1001–1200,Staffordshire University,United Kingdom,28.3–32.6,17.9,11.5,48,21.5,64.8
